237,AI가 골라 담는 ETF (95개 가상사례로 읽는 AI 기반 ETF 투자 전략),원제무,21160,피앤씨미디어
238,주식 투자 뉴메릭 이론 #20 √2=1.4142,손태건(타이쿤),16000,부크크(bookk)
239,주식 투자 뉴메릭 이론 #21. √3=1.732,손태건,16000,부크크(bookk)
240,"Private Equity: 사서, 키워서, 팔아라 (기업을 지배하는 자본, 사례로 읽는 그들의 투자)",윤민서,17820,바른북스
241,주식 투자 뉴메릭 이론 #19 파이(Φ) 원리,손태건,16000,부크크(bookk)
242,주식 투자 뉴메릭 이론 #18 Ratio Projection,손태건,16000,부크크(bookk)
243,마라톤 투자자 서한 (’자본사이클’을 활용한 주식투자 성공 전략!),에드워드 챈슬러,26550,부크온
244,돈에 대해 생각하고 또 생각하라 (코스톨라니와의 인터뷰: 투자와 통찰력),앙드레 코스톨라니^요하네스 그로스,15300,이레미디어
245,주식 투자 뉴메릭 이론 #17 Three Stage Movement,손태건,16000,부크크(bookk)
246,주식 투자 뉴메릭 이론 #16 Time Sum,손태건,16000,부크크(bookk)
247,거래량 투자 기법 (거래량과 가격의 비밀을 밝힌다!),애나 쿨링,20700,이레미디어
248,볼린저 밴드 트레이딩 (추세와 목표치를 보면서 거래하는 방법),손태건,16490,부크크(bookk)
249,주식 투자 뉴메릭 이론 #15 Time Projection,손태건,16000,부크크(bookk)
250,주식 투자 뉴메릭 이론 #14 Time Energy Projection,손태건,16000,부크크(bookk)
251,"주식 투자 뉴메릭 이론 #12 Trend Ratio, Impulse Ratio",손태건,16000,부크크(bookk)
252,주식 투자 뉴메릭 이론 #13 Time Intensity Ratio,손태건,16000,부크크(bookk)
253,주식 투자 뉴메릭 이론 #10 Double Time Rule,손태건,16000,부크크(bookk)
254,주식 투자 뉴메릭 이론 #11 Prime Ratio = F2.618,손태건,16000,부크크(bookk)
255,차트 분석 바이블 (치과아저씨의 투자 스케일링과 함께하는),치과아저씨(팀 연세덴트),45000,한스미디어
256,이순신의 학익진 주식 투자법,김한주,19800,북쿡
257,"인공지능, 주식분석 좀 부탁해 (입문자를 위한 파이썬 주식분석 프로그램 만들기)",곽경일,21600,비제이퍼블릭
258,주식 투자 뉴메릭 이론 #9 Time Energy Symmetry,손태건,16000,부크크(bookk)
259,주식 투자 원리 뉴메릭 이론 #8 Time Multiple,손태건,16000,부크크(bookk)
260,주식투자의 첫걸음은 기업분석부터 (돈버는 투자를 위한 기업분석 6단계),변지희,20700,새로운제안
261,주식 투자 원리 뉴메릭 이론 #7 IA파동(아이에이)파동,손태건,16000,부크크(bookk)
262,주식 투자 원리 뉴메릭 이론 #6 VI(브이아이)파동,손태건,16000,부크크(bookk)
263,찰리 멍거 바이블 (현인들의 현자 멍거가 알려주는 투자와 삶의 지혜),김재현^이건,22500,에프엔미디어
264,투자의 정도 (주식 투자 이론편),Trader Pack,16200,북랩
265,주식 투자의 모든 것 (시장을 이기는 277가지 전략과 통찰),엄승민,70000,부크크(bookk)
266,주식 투자 원리 뉴메릭 이론 #5 IV(아이브이)파동,손태건,16000,부크크(bookk)
267,직업군인 주식 투자 이야기 (책 100권 읽고 성공한),황상우,17100,드림벙커
268,해외선물투자의 이해 차트에 살자,박용화^양창수,22500,서울경제경영출판사
269,주식 투자 원리 뉴메릭 이론 #3 Range & Base,손태건,16000,부크크(bookk)
270,주식 투자 원리 뉴메릭 이론 #4 AI(에이아이)파동,손태건,16000,부크크(bookk)
271,사모펀드 투자와 경영의 비밀,김태엽,24300,세이코리아
272,"주식 투자 뉴메릭 이론 #2. Twin Sum, Triple Sum",손태건,16000,부크크(bookk)
273,평생 투자자 (일본 주식시장의 판을 흔들어 깨운 담대한 도전들),무라카미 요시아키,19800,에프엔미디어
274,어떻게 빅테크가 되는가 (미래 주식시장의 게임체인저),오재화,19800,새빛
275,한국형 모멘텀 투자 실전 매매법,이가근,21600,메이트북스
276,지금 시작하는 초보자가 미국 주식으로 수익 내는 49가지 방법 (꼭 필요한 지식만으로 꽉 채운 가장 쉽고 실용적인 미국 주식 투자 입문서),김호균,22500,한스미디어
277,빅테크와 AI 그리고 투자전쟁,류충석,32300,부크크(bookk)
278,버핏2배랩의 천장 바닥 매매 비법 (시점을 포착하는 사이클 투자 전략),한스(장환철),21420,베가북스
279,현명한 투자자: 해제 (한국 주식시장에서도 증명된 벤저민 그레이엄 이론),신진오,18000,국일증권경제연구소
280,주식 투자 뉴메릭 이론 #1. 피보나치 삼각형,손태건,16000,부크크(bookk)
281,cis의 주식 투자 법칙 (주식으로 2300억을 번 일본 단타의 신),cis,16650,이레미디어
282,첨성대에서 월스트리트 그리고 여의도 (증권시장의 국제화를 체험한 펀드매니저가 전하는 외국인이 바라본 국내 주식시장),이장호,15120,바른북스
283,주식이 말해주지 못한 소소한 이야기들,김종안,13500,생각나눔
284,돌파매매 전략 (전미투자대회 우승자들의 핵심 매매 기법),systrader79^김대현,22500,이레미디어
285,허영만의 주식 타짜 : 가치 평가의 대가 백지윤·김철광 (가치 평가의 대가 백지윤·김철광),허영만,15120,가디언
286,노마드 투자자 서한 (투자업계의 전설 ‘노마드 투자조합’의 시간을 자본으로 바꾸는 장기 퀄리티 투자 원칙과 지혜),닉 슬립,0,더퀘스트
287,차트의 언어를 해독하라 (캔들스틱부터 윅오프까지의 완전 정복),엄승민,20661,부크크(bookk)
288,돈 되는 주식테마 완전공략,황용(Daniel Hwang),19400,부크크(bookk)
289,스테이 더 코스 (존 보글의 흔들림 없는 투자),존 보글,29700,이콘
290,부를 창조한 주식 투자 거장들 (77가지 성공 방법론),엄승민,31600,부크크(bookk)
291,나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다 (평생 월 500만 원씩 버는 30일 기적의 배당 파이프라인 공략집),송민섭(수페TV),21600,21세기북스
292,차트보다 먼저 알아야 할 주식 언어,엄승민,77500,부크크(bookk)
293,분석하는 개미,엄승민,78100,부크크(bookk)
294,세상에서 제일 쉬운 주가 차트 실전 노트: 데이 트레이딩 편 (데이 트레이딩 편),사가라 후미아키,17820,두드림미디어
295,실전 퀀트투자(리커버판) (수익률을 확인하고 투자하라),홍용찬,18900,이레미디어
296,한국형 주식 매매법 (살 자리 팔 자리 잡아주는),이성웅^이주현,19800,지식노마드
297,주린이가 가장 알고 싶은 최다질문 TOP 77 2 (’염블리’염승환과 함께라면 주식이 쉽고 재미있다),염승환,17100,메이트북스
298,2025-2027 앞으로 3년 미국 주식 트렌드 (미래를 지배할 미국 산업 트렌드와 반드시 주목해야 할 기업 37),최중혁^스파클링 투자클럽,22500,한스미디어
299,주가 모멘텀이란 무엇인가? (주가 에너지를 측정하는 4가지 방법),손태건,26000,부크크(bookk)
300,워런 버핏 투자 노트 (투자의 신에게 배우는 삶의 지혜와 투자의 기술!),"서희경 옮김, 하마모토 아키라 감수",12600,소보랩
